City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,methoni,36.8197,21.7049,283.83,77,69,3.81,GR,1679041180
281,deep river,46.1001,-77.4995,273.68,95,100,0.45,CA,1679040925
282,nhulunbuy,-12.2333,136.7667,302.49,74,40,4.12,AU,1679041180
283,beisfjord,68.3751,17.5988,267.86,73,0,3.53,NO,1679041181
284,hamilton,39.1834,-84.5333,283.38,89,100,4.63,US,1679040899
285,bushehr,28.9684,50.8385,296.2,46,0,8.75,IR,1679041182
286,urumqi,43.801,87.6005,284.68,44,0,4.0,CN,1679041183
287,kavieng,-2.5744,150.7967,300.29,74,100,3.42,PG,1679041183
288,matamoros,25.5333,-103.25,292.54,23,50,0.74,MX,1679041026
289,lyman,48.9884,37.8023,281.6,74,100,3.58,UA,1679041184
290,olinda,-8.0089,-34.8553,297.0,88,20,1.03,BR,1679041185
291,mitchell,43.7094,-98.0298,268.21,83,40,6.17,US,1679040983
292,jaque,7.5175,-78.1703,297.78,85,97,2.13,PA,1679041186
293,homer,59.6425,-151.5483,271.93,89,75,1.79,US,1679041187
294,takoradi,4.8845,-1.7554,301.17,81,45,4.01,GH,1679041188
295,samarai,-10.6167,150.6667,298.03,93,100,2.05,PG,1679041189
296,peniche,39.3558,-9.3811,288.46,86,2,7.77,PT,1679041189
297,sorland,67.667,12.6934,273.07,64,0,12.86,NO,1679041190
298,tolaga bay,-38.3667,178.3,291.74,86,96,3.88,NZ,1679041190
299,haines junction,60.7522,-137.5108,264.12,92,98,0.0,CA,1679041191
300,kinkala,-4.3614,14.7644,297.1,82,81,1.72,CG,1679040947
301,bom jesus,-9.0744,-44.3586,295.03,92,99,0.6,BR,1679040983
302,sao joaquim,-28.2939,-49.9317,284.32,99,20,1.29,BR,1679041010
303,tartagal,-22.5164,-63.8013,293.93,82,20,1.33,AR,1679041192
304,college,64.8569,-147.8028,252.92,75,40,1.54,US,1679041193
305,salalah,17.0151,54.0924,303.2,62,20,5.66,OM,1679041194
306,cabo san lucas,22.8909,-109.9124,295.66,50,1,4.91,MX,1679041194
307,kahului,20.8947,-156.47,296.95,80,0,4.63,US,1679041195
308,rawson,-43.3002,-65.1023,287.54,60,100,5.42,AR,1679041195
309,ostrovnoy,68.0531,39.5131,264.94,83,65,7.34,RU,1679041196
310,mahebourg,-20.4081,57.7,300.51,94,75,5.14,MU,1679041196
311,nijar,36.9665,-2.206,286.85,63,0,1.54,ES,1679041197
312,leshukonskoye,64.8989,45.7622,269.21,85,64,3.1,RU,1679041198
313,necochea,-38.5473,-58.7368,292.23,93,0,3.26,AR,1679041198
314,el porvenir,13.7617,-87.3458,294.78,78,42,1.2,HN,1679041199
315,katangli,51.7102,143.2326,266.74,77,100,3.41,RU,1679041200
316,banyo,6.75,11.8167,300.63,24,88,0.88,CM,1679041200
317,henties bay,-22.116,14.2845,291.1,86,73,1.54,NA,1679041201
318,bangassou,4.7413,22.8184,300.26,64,99,1.26,CF,1679041201
319,tiksi,71.6872,128.8694,264.92,79,100,11.78,RU,1679041202
320,sawtell,-30.3833,153.1,299.16,69,0,3.6,AU,1679041203
321,narsaq,60.9167,-46.05,265.27,64,50,3.88,GL,1679041203
322,qaqortoq,60.7167,-46.0333,261.11,65,45,3.41,GL,1679041204
323,sedalia,38.7045,-93.2283,272.1,80,0,9.39,US,1679041204
324,alekseyevsk,57.8406,108.3492,273.69,87,99,5.21,RU,1679041205
325,ligayan,4.6533,119.4706,301.21,72,100,2.92,PH,1679041206
326,ushtobe,45.2514,77.9838,278.46,38,91,5.15,KZ,1679041207
327,wladyslawowo,54.7909,18.4009,279.23,73,100,7.41,PL,1679041207
328,kargil,34.5667,76.1,270.76,88,100,1.32,IN,1679041208
329,fortaleza,-3.7227,-38.5247,297.22,94,0,1.03,BR,1679041028
330,muskegon,43.3,-86.1334,282.02,91,100,4.12,US,1679041209
331,saskylakh,71.9167,114.0833,270.28,90,99,8.0,RU,1679041210
332,isangel,-19.55,169.2667,300.11,85,99,3.49,VU,1679041211
333,palana,59.1167,159.9667,270.44,86,100,2.38,RU,1679041211
334,sheridan,44.8333,-106.9173,267.77,66,0,3.6,US,1679041212
335,saint-augustin,51.226,-58.6502,273.18,86,98,6.38,CA,1679041212
336,koumac,-20.5667,164.2833,300.27,83,71,5.27,NC,1679041213
337,dnipryany,46.7463,33.2729,281.56,79,100,5.88,UA,1679041214
338,swakopmund,-22.6833,14.5333,292.03,85,35,1.34,NA,1679041214
339,preston,53.7667,-2.7167,283.09,94,75,2.57,GB,1679041215
340,akcaabat,41.0212,39.5715,283.08,100,100,1.03,TR,1679041216
341,kawalu,-7.3817,108.2082,300.73,79,100,1.06,ID,1679041216
342,dustlik,40.5247,68.0358,291.83,36,0,1.07,UZ,1679041217
343,dryden,49.7833,-92.7503,263.31,85,100,4.63,CA,1679041217
344,korla,41.7597,86.1469,288.7,24,23,5.68,CN,1679041218
345,uberlandia,-18.9186,-48.2772,293.71,83,0,3.09,BR,1679041219
346,macaiba,-5.8583,-35.3539,296.61,100,75,2.06,BR,1679041219
347,chimbote,-9.0853,-78.5783,297.93,80,100,2.31,PE,1679041220
348,mekhe,15.1097,-16.6218,292.42,90,32,3.8,SN,1679041220
349,paamiut,61.994,-49.6678,263.37,63,99,4.54,GL,1679041221
350,itarema,-2.9248,-39.9167,296.48,91,100,1.24,BR,1679040951
351,kaitangata,-46.2817,169.8464,285.7,68,100,4.01,NZ,1679041222
352,cabras,39.93,8.5314,288.63,48,2,3.85,IT,1679041223
353,mount isa,-20.7333,139.5,307.02,38,7,3.6,AU,1679041224
354,sabha,27.0377,14.4283,290.83,29,0,4.58,LY,1679041224
355,souillac,-20.5167,57.5167,300.36,94,75,5.14,MU,1679041225
356,taoudenni,22.6783,-3.9836,297.72,11,11,4.07,ML,1679041225
357,nanortalik,60.1432,-45.2371,264.15,78,47,2.06,GL,1679041226
358,tete,-16.1564,33.5867,299.2,73,75,2.57,MZ,1679041227
359,two rivers,44.1539,-87.5693,275.46,96,100,3.6,US,1679041227
360,marawi,7.9986,124.2928,296.31,93,100,1.91,PH,1679041228
361,olafsvik,64.8945,-23.7142,270.18,54,100,3.04,IS,1679041228
362,hervey bay,-25.2986,152.8535,300.22,77,5,4.48,AU,1679041230
363,kizhinga,51.8462,109.9097,275.58,43,5,4.9,RU,1679041230
364,privolzhskiy,51.4,46.0333,280.43,62,44,4.14,RU,1679041231
365,oriximina,-1.7656,-55.8661,296.33,94,100,1.42,BR,1679041232
366,red wing,44.5625,-92.5338,265.87,76,0,5.36,US,1679040939
367,coroico,-16.1889,-67.7271,288.76,93,100,1.45,BO,1679041233
368,sandwick,60.0,-1.25,279.05,75,40,3.09,GB,1679040986
369,lubao,14.9167,120.55,305.99,49,32,5.46,PH,1679041234
370,jiwani,25.05,61.7417,299.68,72,0,4.33,PK,1679041234
371,constitucion,-35.3333,-72.4167,288.08,93,13,2.05,CL,1679040962
372,kutum,14.2,24.6667,298.79,9,100,5.72,SD,1679041235
373,vilyuysk,63.7553,121.6247,268.51,89,100,3.97,RU,1679041236
374,bonthe,7.5264,-12.505,298.76,81,98,3.67,SL,1679041236
375,buenos aires,-34.6132,-58.3772,300.0,89,75,2.57,AR,1679040944
376,husavik,66.0449,-17.3389,265.46,82,100,5.24,IS,1679041237
377,vila velha,-20.3297,-40.2925,296.12,96,100,4.12,BR,1679041238
378,botwood,49.1499,-55.3482,273.65,98,100,4.91,CA,1679041238
379,port hueneme,34.1478,-119.1951,286.36,92,0,2.57,US,1679041239
380,gursarai,25.6148,79.1788,305.61,23,59,1.31,IN,1679041239
381,lompoc,34.6391,-120.4579,285.25,84,100,2.24,US,1679041240
382,ternate,0.8,127.4,302.07,67,100,2.14,ID,1679041241
383,anadyr,64.75,177.4833,258.71,77,20,2.0,RU,1679041241
384,fare,-16.7,-151.0167,301.38,79,41,6.78,PF,1679041242
385,lavrentiya,65.5833,-171.0,251.52,86,15,2.07,RU,1679041242
386,san juan del sur,11.2529,-85.8705,298.09,85,94,5.15,NI,1679041243
387,emerald,-23.5333,148.1667,305.01,47,18,3.8,AU,1679041244
388,the valley,18.217,-63.0578,299.16,76,9,5.63,AI,1679041244
389,jericho,31.8667,35.45,299.07,36,84,1.59,PS,1679041245
390,biak,-0.9131,122.8766,300.88,75,82,0.73,ID,1679041246
391,changping,40.2186,116.2197,281.95,31,28,1.95,CN,1679041246
392,kouqian,43.6391,126.4578,278.22,23,0,6.04,CN,1679041247
393,menongue,-14.6585,17.691,296.85,58,21,1.83,AO,1679041247
394,doume,4.2333,13.45,300.18,53,93,1.21,CM,1679041248
395,goundam,16.4145,-3.6708,299.19,9,5,3.47,ML,1679041249
396,uvarovka,55.5278,35.6061,272.32,87,100,4.14,RU,1679041250
397,zenzeli,45.9241,47.0474,287.82,40,52,7.79,RU,1679041251
398,erenhot,43.6475,111.9767,275.86,17,0,5.82,CN,1679041251
399,sambava,-14.2667,50.1667,302.3,68,16,2.59,MG,1679041252
400,caravelas,-17.7125,-39.2481,294.8,96,32,2.07,BR,1679041252
401,naliya,23.2667,68.8333,304.17,35,0,7.09,IN,1679041253
402,aswan,24.0934,32.907,298.95,12,0,2.32,EG,1679041254
403,mataram,-8.5833,116.1167,299.6,78,96,0.31,ID,1679041254
404,duluth,46.7833,-92.1066,267.08,77,100,10.8,US,1679041255
405,jaca,42.569,-0.5499,285.99,47,68,3.01,ES,1679041255
406,sao lourenco,-22.1164,-45.0544,287.35,94,12,1.03,BR,1679041256
407,coihaique,-45.5752,-72.0662,274.12,86,0,1.03,CL,1679041256
408,ambon,-3.6954,128.1814,303.28,10,40,1.03,ID,1679041257
409,santa isabel do rio negro,-0.4139,-65.0192,295.26,80,100,0.8,BR,1679041258
410,riverton,40.5219,-111.9391,273.42,64,0,2.24,US,1679041259
411,torbay,47.6666,-52.7314,273.47,97,100,6.17,CA,1679041259
412,lata,40.1629,-8.3327,285.82,93,33,3.0,PT,1679041260
413,jinka,5.65,36.65,300.25,42,21,1.76,ET,1679041260
414,quatre cocos,-20.2078,57.7625,300.42,82,100,6.74,MU,1679041261
415,kinwat,19.6333,78.2,302.36,41,100,2.48,IN,1679041262
416,foz,43.5692,-7.2544,285.43,70,3,5.25,ES,1679041262
417,takapau,-40.0333,176.35,293.0,81,100,1.47,NZ,1679041263
418,atar,20.5169,-13.0499,300.29,12,54,2.26,MR,1679041264
419,gat,31.61,34.7642,296.7,32,90,4.87,IL,1679041264
420,komsomolskiy,40.4272,71.7189,292.55,32,0,3.09,UZ,1679041101
421,arvika,59.6553,12.5852,275.49,95,100,5.69,SE,1679041265
422,bernardino de campos,-23.0131,-49.4742,289.98,97,100,4.13,BR,1679041266
423,aloleng,16.1307,119.7824,300.58,69,7,5.66,PH,1679041266
424,barsana,27.65,77.3833,304.15,24,99,3.39,IN,1679041267
425,port hardy,50.6996,-127.4199,279.15,100,0,1.54,CA,1679041268
426,waspan,14.7419,-83.9717,294.26,97,30,0.92,NI,1679041268
427,sao miguel do araguaia,-13.275,-50.1628,295.32,87,100,0.85,BR,1679041269
428,soyo,-6.1349,12.3689,297.69,88,100,2.2,AO,1679041270
429,urucara,-2.5364,-57.76,295.77,99,100,1.11,BR,1679041270
430,santa vitoria do palmar,-33.5189,-53.3681,295.98,93,100,2.55,BR,1679041271
431,shingu,33.7333,135.9833,287.43,96,100,2.6,JP,1679041271
432,korschenbroich,51.1914,6.5135,284.9,68,0,3.6,DE,1679041272
433,feijo,-8.1642,-70.3536,295.0,95,100,0.39,BR,1679041273
434,sembakung,3.8167,117.25,303.2,66,100,1.84,ID,1679041273
435,vostok,46.4856,135.8833,267.16,86,100,4.4,RU,1679041274
436,santa ana,33.7456,-117.8678,285.01,88,0,0.0,US,1679041274
437,talcahuano,-36.7167,-73.1167,287.97,94,75,0.0,CL,1679041275
438,mindelo,16.8901,-24.9804,293.9,73,20,8.23,CV,1679041276
439,okha,53.5739,142.9478,265.18,91,94,2.22,RU,1679041277
440,marsh harbour,26.5412,-77.0636,292.97,61,0,6.26,BS,1679041277
441,aranos,-24.1333,19.1167,301.66,25,29,8.9,NA,1679041278
442,barra patuca,15.8,-84.2833,296.29,87,4,1.55,HN,1679041278
443,tawau,4.2498,117.8871,304.22,70,100,3.45,MY,1679040986
444,esil,51.9556,66.4042,272.47,98,100,2.19,KZ,1679041280
445,hasaki,35.7333,140.8333,285.53,75,100,8.21,JP,1679041280
446,mandera,3.9366,41.867,303.98,50,98,2.95,KE,1679041281
447,gornozavodsk,58.3758,58.3211,276.0,89,79,4.1,RU,1679041282
448,gazojak,41.1875,61.4036,291.56,16,36,9.8,TM,1679041283
449,vao,-22.6667,167.4833,297.43,91,100,2.99,NC,1679041283
450,kanigoro,-8.13,112.219,301.04,80,97,3.53,ID,1679041284
451,northam,51.0333,-4.2167,284.05,92,30,7.51,GB,1679041284
452,horta,38.5333,-28.6333,288.72,86,75,5.36,PT,1679041285
453,jingdezhen,29.2947,117.2079,283.46,80,100,2.94,CN,1679041286
454,padang,-0.9492,100.3543,304.18,77,100,1.0,ID,1679041040
455,umm lajj,25.0213,37.2685,297.17,34,0,3.98,SA,1679041287
456,jaru,-10.4389,-62.4664,294.81,97,100,0.83,BR,1679041287
457,jaguarao,-32.5661,-53.3758,294.77,90,99,2.18,BR,1679041288
458,baykit,61.67,96.37,273.94,87,100,4.9,RU,1679041288
459,ino,33.55,133.4333,287.89,97,100,0.71,JP,1679041289
460,keffi,8.8486,7.8736,302.83,43,93,1.15,NG,1679041290
461,manzhouli,49.6,117.4333,269.11,82,36,5.7,CN,1679041291
462,byron bay,-28.65,153.6167,300.34,91,0,2.79,AU,1679040851
463,priladozhskiy,59.85,31.4833,273.45,99,11,2.25,RU,1679041292
464,buenavista,8.9769,125.4089,300.46,85,100,1.35,PH,1679041292
465,coari,-4.085,-63.1414,295.56,99,97,1.14,BR,1679041293
466,vicuna,-30.0319,-70.7081,286.0,69,0,0.56,CL,1679041293
467,visnes,59.3556,5.2242,280.49,93,100,9.26,NO,1679041294
468,ramsar,36.9226,50.6426,285.84,100,75,4.12,IR,1679041294
469,lagoa,39.05,-27.9833,287.9,84,78,8.37,PT,1679041295
470,teguldet,57.3064,88.1667,273.27,98,100,2.43,RU,1679041296
471,comodoro rivadavia,-45.8667,-67.5,281.07,34,0,4.63,AR,1679041296
472,yablochnyy,47.1661,142.0661,271.36,57,82,7.15,RU,1679041297
473,coquimbo,-29.9533,-71.3436,290.0,88,0,0.51,CL,1679041297
474,vinh,18.6667,105.6667,299.51,66,2,5.36,VN,1679041298
475,fomboni,-12.28,43.7425,301.32,71,100,0.88,KM,1679041298
476,njombe,-9.3333,34.7667,290.06,90,90,2.43,TZ,1679041089
477,celestun,20.8667,-90.4,297.29,77,0,7.59,MX,1679041300
478,warrnambool,-38.3833,142.4833,294.45,64,7,2.47,AU,1679041300
479,maniitsoq,65.4167,-52.9,258.46,75,77,5.25,GL,1679041301
480,ankara,39.9199,32.8543,281.66,91,75,1.54,TR,1679040774
481,khandbari,27.3747,87.2039,296.83,34,100,3.34,NP,1679041302
482,krasnoselkup,65.7,82.4667,269.73,88,100,3.8,RU,1679041302
483,snezhnogorsk,69.1933,33.2531,261.03,87,95,7.7,RU,1679041303
484,bubaque,11.2833,-15.8333,297.86,72,10,5.39,GW,1679041304
485,grand gaube,-20.0064,57.6608,300.58,79,100,2.68,MU,1679041304
486,shenjiamen,29.9576,122.298,282.97,95,100,7.17,CN,1679041305
487,balvi,57.1313,27.2658,275.04,75,13,2.49,LV,1679041305
488,jalingo,8.8833,11.3667,304.04,36,84,2.04,NG,1679041306
489,kaukauna,44.278,-88.272,275.13,96,100,8.75,US,1679041307
490,bambanglipuro,-7.95,110.2833,301.33,79,100,4.8,ID,1679041307
491,khed brahma,24.0333,73.05,306.99,18,7,3.21,IN,1679041308
492,gonbad-e qabus,37.25,55.1672,294.68,56,20,0.0,IR,1679041309
493,kiunga,-6.1219,141.2906,299.2,90,100,0.91,PG,1679041310
494,tafresh,34.692,50.013,282.08,45,6,4.47,IR,1679041310
495,progreso,21.2833,-89.6667,297.21,86,0,5.94,MX,1679041311
496,zapolyarnyy,69.4154,30.8136,264.75,92,39,2.55,RU,1679041311
497,qeshm,26.9581,56.2719,302.08,66,0,2.1,IR,1679041312
498,general roca,-39.0333,-67.5833,292.38,49,6,6.18,AR,1679041313
499,ust-omchug,61.15,149.6333,266.15,88,90,2.12,RU,1679041314
500,salinas,36.6777,-121.6555,282.2,87,0,1.54,US,1679041059
501,xining,36.6167,101.7667,282.24,28,100,2.58,CN,1679041314
502,gamba,-2.65,10.0,299.57,83,100,1.39,GA,1679041315
503,atasu,48.6814,71.6433,268.69,78,6,4.45,KZ,1679041316
504,navalmoral de la mata,39.8916,-5.5406,285.9,74,100,3.7,ES,1679041316
505,kualakapuas,-3.0091,114.3876,300.54,86,99,1.66,ID,1679041317
506,umred,20.85,79.3333,304.31,28,32,2.37,IN,1679041317
507,dunkwa,5.9656,-1.78,299.78,82,95,1.6,GH,1679041318
508,udachnyy,66.4167,112.4,269.47,93,100,12.09,RU,1679041319
509,itapuranga,-15.5622,-49.9486,292.75,93,100,2.4,BR,1679041319
510,kushima,31.4583,131.2333,289.81,94,100,0.84,JP,1679041320
511,sidney,-33.8679,151.2073,298.02,75,100,4.63,AU,1679041320
512,opuwo,-18.0607,13.84,300.98,28,8,1.84,NA,1679041321
513,hualmay,-11.0964,-77.6139,296.8,81,100,2.91,PE,1679041323
514,riyadh,24.6877,46.7219,296.23,31,0,3.84,SA,1679041144
515,orlik,52.5178,99.825,270.55,53,0,0.18,RU,1679041324
516,pachino,36.7186,15.0907,284.53,58,6,1.06,IT,1679041325
517,itamaraju,-17.0392,-39.5311,293.15,98,19,1.49,BR,1679041325
518,gushikawa,26.3544,127.8686,296.92,69,40,5.66,JP,1679041326
519,batagay,67.6333,134.6333,259.36,92,18,1.47,RU,1679041326
520,baiquan,47.5833,126.0833,274.92,27,11,4.77,CN,1679041327
521,santa isabel,-23.3156,-46.2214,290.76,96,68,1.09,BR,1679041328
522,north bend,43.4065,-124.2243,278.07,94,0,3.09,US,1679041328
523,chapais,49.7834,-74.8492,263.03,98,100,1.35,CA,1679041069
524,shinjo,38.7586,140.3008,280.18,63,95,3.55,JP,1679041329
525,agua dulce,18.1333,-94.1333,296.17,87,7,1.45,MX,1679041330
526,saint anthony,45.0205,-93.218,263.96,76,0,9.26,US,1679041331
527,haukipudas,65.1765,25.3523,266.01,79,45,2.45,FI,1679041331
528,sobolevo,54.4299,31.8996,273.03,93,34,4.44,RU,1679041332
529,harlingen,26.1906,-97.6961,297.62,88,100,8.75,US,1679041206
530,pedernales,18.0384,-71.744,296.78,75,59,0.68,DO,1679041333
531,matara,5.9485,80.5353,303.57,58,13,4.67,LK,1679041334
532,kishi,9.0833,3.85,301.46,57,8,2.76,NG,1679041334
533,labrea,-7.2586,-64.7981,295.04,98,99,0.45,BR,1679041335
534,kemijarvi,66.7131,27.4306,264.68,96,100,2.43,FI,1679041336
535,kieta,-6.2167,155.6333,299.37,83,100,1.3,PG,1679041336
536,caucaia,-3.7361,-38.6531,297.12,87,0,1.03,BR,1679041337
537,otane,-39.8833,176.6333,294.82,78,100,3.01,NZ,1679041337
538,iskateley,67.6803,53.1512,265.13,91,99,6.07,RU,1679041278
539,omsukchan,62.5333,155.8,264.51,97,100,3.9,RU,1679041339
540,fairbanks,64.8378,-147.7164,252.93,76,20,1.54,US,1679041200
541,ahipara,-35.1667,173.1667,292.36,95,22,3.24,NZ,1679041340
542,villa carlos paz,-31.4241,-64.4978,293.92,60,0,0.89,AR,1679041340
543,itacoatiara,-3.1431,-58.4442,295.3,99,100,0.73,BR,1679041341
544,rio gallegos,-51.6226,-69.2181,278.18,60,0,7.2,AR,1679041341
545,russell,32.3502,-85.1999,286.75,89,100,2.35,US,1679041342
546,casa grande,32.8795,-111.7573,283.27,92,0,3.09,US,1679041342
547,simpang empat,4.95,100.6333,303.68,65,68,3.31,MY,1679041343
548,carutapera,-1.195,-46.02,296.49,95,100,1.4,BR,1679041344
549,okhotsk,59.3833,143.3,263.67,95,100,3.92,RU,1679041344
550,bucerias,20.75,-105.3333,291.75,62,0,2.15,MX,1679041346
551,muravlenko,63.7898,74.523,273.65,100,100,8.19,RU,1679041347
552,malinovka,53.8579,27.4374,276.87,76,12,2.25,BY,1679041348
553,pangnirtung,66.1451,-65.7125,251.32,72,12,2.8,CA,1679041348
554,qrendi,35.8347,14.4583,287.96,63,40,2.06,MT,1679041349
555,presidencia roque saenz pena,-26.7852,-60.4388,296.76,84,95,1.73,AR,1679041350
556,anju,39.6178,125.6647,281.9,27,89,3.47,KP,1679041350
557,salavat,53.3837,55.9077,274.83,95,42,2.49,RU,1679041351
558,jiuquan,39.7432,98.5174,285.83,17,52,5.08,CN,1679041351
559,camacha,33.0833,-16.3333,287.83,59,40,4.12,PT,1679041352
560,kiknur,57.3034,47.2011,273.41,100,100,2.1,RU,1679041353
561,turukhansk,65.8167,87.9833,272.53,91,100,5.03,RU,1679041353
